Ticker,52W_High_Ratio,52W_ROC,26W_High_Ratio,26W_ROC,RS52W,RS52W_13W,RS26W,RS26W_4W,Trend_Ratio,Stop_Loss_Pct,g_Daily_Pct,g_1000_Daily_Pct,Risk_Reward_10D,RS_Uptrend,MA_Uptrend,MA_Day_Uptrend,MA_Week_Uptrend,ITrend_Uptrend,Buy_Signal
BELFA,0.93,0.74,0.93,0.41,0.93,0.89,0.93,0.88,117.61,21.61,0.2204,0.2127,0.1,True,True,True,True,True,True
BMA,0.93,1.57,0.93,0.97,0.97,0.97,0.98,0.97,128.94,33.49,0.4046,0.2061,0.12,True,True,True,True,True,True
TAYD,0.94,1.63,0.94,0.71,0.97,0.96,0.96,0.96,132.15,34.67,0.4264,0.2549,0.12,True,True,True,True,True,True
SUPV,0.98,1.78,0.98,1.15,0.98,0.97,0.98,0.98,136.95,36.49,0.4651,0.2045,0.13,True,True,True,True,True,True
ESOA,0.89,1.59,0.89,0.5,0.97,0.98,0.94,0.92,139.02,32.83,0.3864,0.2647,0.12,True,True,True,True,True,True
SFM,0.98,1.55,0.98,0.96,0.97,0.97,0.98,0.98,148.59,37.38,0.4449,0.2174,0.12,True,True,True,True,True,True
VBIV,0.01,-0.98,0.01,-0.49,0.01,0.07,0.08,0.07,-12.1,-3485.16,-0.6333,-0.2856,0.0,False,False,False,False,False,False
CONN,0.0,-1.0,0.0,-0.93,0.01,0.06,0.02,0.02,-7.73,-24216.48,-0.5665,-0.0911,0.0,False,False,False,False,True,False
CSSEP,0.0,-1.0,0.0,-0.13,0.0,0.01,0.31,0.29,-6.61,-18330.43,-1.7198,-0.1151,0.0,False,False,False,False,True,False
CSSE,0.02,-0.97,0.02,-0.44,0.02,0.02,0.09,0.1,-5.54,-2339.1,-0.8192,-0.1222,0.0,False,False,False,False,True,False
LL,0.0,-1.0,0.0,-0.6,0.0,0.06,0.05,0.05,-5.46,-20934.3,-0.8354,-0.1871,0.0,False,False,False,False,False,False
BIMI,0.0,-0.99,0.01,-2.31,0.01,0.28,0.0,0.01,-5.08,-8110.8,-0.4002,-0.3388,0.0,False,False,False,False,False,False
TWOU,0.0,-1.0,0.02,-0.14,0.0,0.01,0.31,0.27,-3.48,-11441.97,-1.1701,-0.2153,0.0,False,False,False,False,False,False
TCON,0.01,-0.98,0.01,-1.18,0.01,0.03,0.01,0.03,-2.2,-3155.13,-0.7864,-0.1996,0.0,False,False,False,False,True,False
AMPE,0.0,-1.0,0.0,-0.4,0.0,0.01,0.11,0.08,-2.18,-62385.57,-1.2006,-0.1785,0.0,False,False,False,False,True,False
COMS,0.0,-1.0,0.03,-0.16,0.01,0.01,0.28,0.2,-1.71,-6641.2,-1.614,-0.658,0.0,False,False,False,False,True,False
MULN,0.0,-1.0,0.02,-0.16,0.01,0.01,0.29,0.31,-1.59,-8423.29,-1.5396,-0.1556,0.0,False,False,False,False,False,False
HALL,0.0,-1.0,0.0,-0.44,0.0,0.0,0.09,0.13,-1.21,-837895.22,-1.6275,-0.1529,0.0,False,False,False,False,True,False
EVLO,0.0,-1.0,0.33,-0.01,0.0,0.0,0.5,0.46,-1.17,-2048.39,-4.6766,-0.1239,0.02,False,False,False,False,True,False
SECO,0.0,-1.0,0.0,-1.15,0.0,0.0,0.01,0.02,-1.11,-319365.01,-1.035,-0.2984,0.0,False,False,False,False,True,False
NDRA,0.0,-1.0,0.01,-0.96,0.01,0.02,0.02,0.02,-1.08,-13256.45,-0.7541,-0.1231,0.0,False,False,False,False,False,False
WHLR,0.0,-1.0,0.06,-0.04,0.0,0.0,0.44,0.4,-0.82,-4027.38,-0.5544,-0.1569,0.0,False,False,False,False,True,False
GWAV,0.0,-1.0,0.0,-0.58,0.0,0.01,0.06,0.03,-0.32,-12927.07,-0.8456,-0.0126,0.0,False,False,False,False,True,False
TNXP,0.01,-0.99,0.01,-0.4,0.01,0.01,0.11,0.1,-0.05,-5689.05,-1.1343,-0.3254,0.0,False,False,False,False,False,False
GROM,0.02,-0.98,0.04,-0.5,0.01,0.02,0.07,0.27,0.15,-1778.91,-0.7657,-0.1937,0.0,False,False,False,False,False,False
SOFO,0.0,-1.0,0.0,-0.04,0.0,0.0,0.44,0.27,0.15,-58325.24,-2.373,-0.1989,0.0,False,False,False,False,True,False
SEEL,0.0,-1.0,0.02,-0.04,0.0,0.0,0.43,0.42,3.08,-8064.82,-2.8966,-0.0541,0.0,False,False,False,False,False,False
MOTS,0.0,-0.99,0.07,-0.08,0.01,0.01,0.38,0.33,3.57,-6146.45,-2.784,-0.2665,0.0,False,False,False,False,False,False
CEI,0.04,-0.93,0.09,-0.55,0.03,0.05,0.06,0.11,4.45,-837.13,-0.8246,-0.1781,0.01,False,False,False,False,False,False
TIO,0.01,-0.99,0.18,-0.03,0.01,0.01,0.46,0.18,4.83,-3569.17,-1.3861,-0.4086,0.0,False,False,False,False,False,False
CETX,0.02,-0.97,0.03,-0.76,0.02,0.01,0.03,0.04,4.84,-1811.02,-1.0968,-0.1769,0.01,False,False,False,False,True,False
NBY,0.01,-0.98,0.05,-0.2,0.01,0.02,0.24,0.2,4.95,-1214.44,-1.2423,-0.2628,0.01,False,False,False,False,True,False
FUV,0.02,-0.97,0.07,-0.49,0.02,0.02,0.08,0.07,5.27,-1779.31,-0.7177,-0.1229,0.0,False,False,False,False,True,False
EFSH,0.02,-0.98,0.04,-0.41,0.01,0.01,0.11,0.18,6.45,-1323.88,-0.7011,-0.5548,0.01,False,False,False,False,False,False
MCOM,0.0,-1.0,0.78,0.0,0.0,0.0,0.51,0.47,8.12,-11892.37,-7.751,-0.2726,0.01,False,False,False,False,True,False
HUGE,0.04,-0.95,0.08,-0.61,0.02,0.04,0.05,0.04,8.52,-1028.13,-1.1908,-0.2319,0.01,False,False,False,False,False,False
GLYC,0.05,-0.89,0.05,-1.8,0.04,0.04,0.01,0.01,8.93,-838.58,-0.4335,-0.1924,0.01,False,False,False,False,False,False
JAGX,0.04,-0.95,0.05,-0.19,0.02,0.03,0.26,0.26,9.39,-708.15,-1.4481,-0.0874,0.02,False,False,False,False,True,False
APVO,0.02,-0.98,0.06,-0.27,0.01,0.01,0.18,0.12,9.4,-1413.73,-1.1878,-0.0877,0.01,False,False,False,False,False,False
TANH,0.04,-0.93,0.09,-0.23,0.03,0.05,0.22,0.16,9.86,-619.87,-1.5852,-0.4606,0.03,False,False,False,False,True,False
GNPX,0.02,-0.98,0.1,-0.21,0.01,0.02,0.23,0.23,9.91,-1190.97,-1.1837,-0.223,0.01,False,False,False,False,False,False
FRGT,0.01,-0.96,0.1,-0.4,0.02,0.02,0.11,0.11,10.21,-1117.41,-1.0757,-0.0358,0.01,False,False,False,False,False,False
USDP,0.02,-0.97,0.08,-0.37,0.02,0.03,0.12,0.13,11.42,-924.36,-0.403,-0.0823,0.0,False,False,False,False,False,False
SMSI,0.05,-0.95,0.18,-0.2,0.02,0.06,0.24,0.15,11.75,-679.52,-0.7395,-0.1261,0.01,False,False,False,False,False,False
PBLA,0.01,-0.99,0.32,-0.02,0.01,0.01,0.47,0.43,11.92,-1676.04,-1.526,-0.2336,0.01,False,False,False,False,False,False
VTAK,0.05,-0.92,0.05,-1.01,0.03,0.12,0.02,0.06,12.43,-961.09,-0.4372,-0.4,0.0,False,False,False,False,False,False
WKHS,0.05,-0.94,0.13,-0.49,0.02,0.03,0.08,0.12,12.56,-628.2,-0.7868,-0.4679,0.01,False,False,False,False,False,False
SINT,0.02,-0.98,0.09,-0.11,0.01,0.01,0.34,0.29,12.59,-1155.69,-1.3951,-0.3119,0.01,False,False,False,False,True,False
VEV,0.12,-0.88,0.14,-0.6,0.04,0.14,0.05,0.05,12.87,-450.33,-0.542,-0.0381,0.01,False,False,False,False,False,False
BIG,0.02,-0.97,0.03,-0.74,0.02,0.05,0.04,0.06,13.08,-3471.51,-0.5134,-0.1621,0.0,False,False,False,False,False,False
BIOL,0.02,-0.98,0.23,-0.02,0.01,0.01,0.46,0.43,14.05,-1162.32,-1.5915,-0.1213,0.01,False,False,False,False,False,False
LGMK,0.08,-0.93,0.14,-0.4,0.03,0.05,0.11,0.1,14.45,-498.51,-0.6312,-0.1233,0.01,False,False,False,False,False,False
MTC,0.02,-0.59,0.02,-2.76,0.12,0.13,0.0,0.01,14.82,-378.0,-0.2709,-0.1485,0.01,False,False,False,False,True,False
CNTG,0.1,-0.86,0.21,-0.52,0.05,0.09,0.07,0.05,14.92,-977.84,-0.8509,-0.2491,0.01,False,False,False,False,False,False
AKTS,0.06,-0.94,0.11,-0.45,0.02,0.02,0.09,0.11,15.21,-613.23,-0.6207,-0.1586,0.01,False,False,False,False,False,False
TCRT,0.07,-0.87,0.12,-0.9,0.04,0.03,0.02,0.04,15.27,-430.32,-0.3374,-0.2231,0.01,False,False,False,False,False,False
SGBX,0.04,-0.94,0.11,-0.32,0.02,0.06,0.15,0.08,16.58,-522.58,-1.4929,-0.086,0.03,False,False,False,False,False,False
XXII,0.01,-0.98,0.08,-0.09,0.01,0.01,0.36,0.36,17.02,-981.53,-0.979,-0.039,0.01,False,False,False,False,False,False
ANTE,0.1,-0.76,0.1,-0.97,0.07,0.27,0.02,0.04,18.38,-250.22,-0.1661,-0.0665,0.01,False,False,False,False,False,False
RAPT,0.08,-0.89,0.22,-0.35,0.04,0.04,0.13,0.09,18.41,-456.56,-0.5643,-0.1661,0.01,False,False,False,False,False,False
NAAS,0.03,-0.97,0.12,-0.22,0.02,0.02,0.23,0.21,18.5,-796.69,-1.1859,-0.3466,0.01,False,False,False,False,False,False
HSDT,0.09,-0.91,0.13,-0.47,0.03,0.03,0.08,0.05,18.58,-454.59,-0.712,-0.2919,0.02,False,False,False,False,True,False
GMBL,0.01,-0.99,0.39,-0.01,0.01,0.0,0.48,0.44,18.65,-2191.55,-3.1501,-0.1499,0.01,False,False,False,False,True,False
PEGY,0.02,-0.98,0.04,-0.04,0.01,0.03,0.43,0.43,18.85,-2362.72,-1.3857,-0.1696,0.01,False,False,False,False,False,False
KXIN,0.02,-0.98,0.17,-0.04,0.01,0.01,0.44,0.37,18.95,-842.39,-2.5402,-0.0384,0.03,False,False,False,False,False,False
NWTN,0.1,-0.9,0.12,-0.48,0.04,0.04,0.08,0.09,18.95,-441.12,-0.7177,-0.0972,0.02,False,False,False,False,True,False
BPTH,0.05,-0.87,0.13,-0.64,0.04,0.03,0.05,0.03,19.28,-546.07,-0.932,-0.1476,0.02,False,False,False,False,False,False
BNED,0.05,-0.91,0.08,-0.62,0.03,0.03,0.05,0.06,19.66,-553.05,-0.9939,-0.0597,0.02,False,False,False,False,False,False
RILY,0.12,-0.88,0.15,-0.38,0.04,0.1,0.12,0.16,19.78,-314.65,-0.4503,-0.0383,0.01,False,False,False,False,False,False
DZSI,0.26,-0.63,0.35,-0.4,0.11,0.09,0.11,0.08,20.41,-143.09,-0.2974,-0.0959,0.02,False,False,False,False,True,False
VTNR,0.06,-0.93,0.2,-0.2,0.03,0.04,0.24,0.17,21.12,-551.05,-1.0863,-0.0034,0.02,False,False,False,False,False,False
SYRS,0.19,-0.6,0.23,-1.35,0.11,0.68,0.01,0.01,21.6,-213.56,-0.1247,-0.3482,0.01,False,False,False,False,False,False
SISI,0.09,-0.69,0.09,-0.58,0.09,0.19,0.06,0.08,22.46,-197.89,-0.2602,-0.0919,0.01,False,False,False,False,False,False
NCPL,0.06,-0.91,0.13,-0.21,0.03,0.03,0.23,0.23,22.54,-395.36,-0.8942,-0.1901,0.02,False,False,False,False,False,False
BTAI,0.1,-0.85,0.18,-0.65,0.05,0.04,0.04,0.05,22.57,-356.8,-0.7458,-0.2389,0.02,False,False,False,False,False,False
APTO,0.1,-0.9,0.22,-0.35,0.03,0.04,0.13,0.12,24.29,-364.69,-0.7812,-0.2402,0.02,False,False,False,False,False,False
APDN,0.05,-0.95,0.12,-0.38,0.02,0.01,0.12,0.1,24.35,-641.58,-1.1127,-0.266,0.02,False,False,False,False,False,False
WW,0.05,-0.94,0.25,-0.2,0.02,0.04,0.24,0.16,24.9,-523.04,-1.01,-0.154,0.02,False,False,False,False,False,False
FGEN,0.14,-0.62,0.15,-1.28,0.11,0.09,0.01,0.01,25.22,-165.14,-0.0383,-0.2924,0.0,False,False,False,False,True,False
CETXP,0.1,-0.89,0.19,-0.46,0.04,0.07,0.09,0.09,25.24,-361.01,-0.7978,-0.124,0.02,False,False,False,False,False,False
WISA,0.02,-0.98,0.23,-0.02,0.01,0.01,0.47,0.41,25.52,-574.82,-1.1696,-0.1652,0.02,False,False,False,False,True,False
FAMI,0.08,-0.93,0.22,-0.28,0.03,0.05,0.18,0.15,25.63,-392.54,-0.7027,-0.3404,0.02,False,False,False,False,False,False
BCTX,0.1,-0.9,0.23,-0.32,0.03,0.04,0.15,0.1,25.67,-389.66,-0.7521,-0.0704,0.02,False,False,False,False,False,False
YTEN,0.06,-0.88,0.06,-0.57,0.04,0.02,0.06,0.06,25.88,-349.69,-0.5124,-0.18,0.01,False,False,False,False,False,False
ZNTL,0.13,-0.87,0.2,-0.5,0.04,0.05,0.08,0.09,26.1,-257.74,-0.3425,-0.0858,0.01,False,False,False,False,True,False
TPHS,0.08,-0.91,0.08,-0.28,0.03,0.06,0.17,0.16,26.23,-442.21,-0.6053,-0.1528,0.01,False,False,False,False,False,False
SOBR,0.07,-0.93,0.13,-0.35,0.03,0.03,0.13,0.11,26.77,-335.38,-0.619,-0.193,0.02,False,False,False,False,False,False
STIM,0.16,-0.48,0.16,-2.29,0.16,0.31,0.0,0.01,27.32,-200.31,-0.1031,-0.0636,0.01,False,False,False,False,False,False
VRCA,0.17,-0.55,0.17,-0.76,0.13,0.58,0.03,0.09,27.86,-185.92,-0.1437,-0.1009,0.01,False,False,False,False,False,False
BSGM,0.07,-0.91,0.15,-0.04,0.03,0.02,0.44,0.4,28.1,-363.17,-0.9252,-0.4921,0.03,False,False,False,False,True,False
VSTM,0.19,-0.72,0.2,-0.93,0.08,0.09,0.02,0.02,28.15,-183.12,-0.2282,-0.0817,0.01,False,False,False,False,True,False
MPLN,0.14,-0.86,0.28,-0.35,0.04,0.06,0.13,0.07,28.36,-292.28,-0.6477,-0.2935,0.02,False,False,False,False,False,False
CRNC,0.12,-0.88,0.19,-0.5,0.04,0.04,0.08,0.07,28.58,-336.16,-0.6686,-0.1183,0.02,False,False,False,False,False,False
XAIR,0.12,-0.87,0.23,-0.45,0.04,0.05,0.09,0.07,29.07,-274.09,-0.4644,-0.0916,0.02,False,False,False,False,False,False
CHGG,0.17,-0.81,0.24,-0.63,0.06,0.08,0.05,0.04,29.19,-264.55,-0.6387,-0.1813,0.02,False,False,False,False,False,False
FANH,0.16,-0.83,0.19,-0.6,0.05,0.07,0.05,0.05,29.24,-273.63,-0.7255,-0.1941,0.03,False,False,False,False,False,False
AULT,0.01,-0.99,0.45,-0.01,0.01,0.0,0.49,0.46,29.64,-747.36,-1.5643,-0.1695,0.02,False,False,False,False,True,False
SOS,0.08,-0.87,0.24,-0.45,0.04,0.05,0.09,0.06,30.06,-363.26,-0.7566,-0.1573,0.02,False,False,False,False,False,False
UAVS,0.07,-0.92,0.26,-0.24,0.03,0.03,0.21,0.19,30.26,-445.97,-1.1163,-0.1501,0.03,False,False,False,False,False,False
SURG,0.16,-0.7,0.21,-1.0,0.08,0.14,0.02,0.01,30.37,-218.46,-0.5196,-0.0808,0.02,False,False,False,False,False,False
CUTR,0.07,-0.93,0.25,-0.15,0.03,0.03,0.29,0.26,30.56,-252.01,-0.2997,-0.0721,0.01,False,False,False,False,False,False
WOLF,0.16,-0.82,0.25,-0.49,0.05,0.1,0.08,0.13,30.65,-272.07,-0.4837,-0.0773,0.02,False,False,False,False,False,False
CABA,0.17,-0.69,0.21,-1.25,0.09,0.19,0.01,0.01,31.09,-229.34,-0.4551,-0.0756,0.02,False,False,False,False,False,False
AEMD,0.13,-0.87,0.21,-0.47,0.04,0.04,0.08,0.09,31.2,-261.55,-0.5394,-0.1141,0.02,False,False,False,False,False,False
BDRX,0.05,-0.94,0.15,-0.13,0.03,0.04,0.32,0.26,31.36,-347.19,-0.8419,-0.2483,0.02,False,False,False,False,False,False
NKLA,0.1,-0.83,0.15,-0.51,0.05,0.07,0.07,0.12,31.37,-316.01,-0.6451,-0.4802,0.02,False,False,False,False,False,False
AWH,0.15,-0.79,0.24,-0.66,0.06,0.14,0.04,0.03,31.41,-254.53,-0.3766,-0.1554,0.01,False,False,False,False,False,False
PIXY,0.02,-0.88,0.15,-0.26,0.04,0.02,0.19,0.21,31.74,-344.13,-0.763,-0.4778,0.02,False,False,False,False,True,False
MGNX,0.16,-0.33,0.18,-2.7,0.22,0.34,0.0,0.0,31.75,-151.11,-0.1953,-0.2186,0.01,False,False,False,False,True,False
IPDN,0.15,-0.84,0.18,-0.5,0.05,0.05,0.07,0.05,32.1,-245.64,-0.3076,-0.0584,0.01,False,False,False,False,False,False
VIRX,0.18,-0.82,0.19,-0.51,0.06,0.1,0.07,0.12,32.29,-192.31,-0.2424,-0.1297,0.01,False,False,False,False,False,False
GRTS,0.16,-0.69,0.18,-1.46,0.09,0.09,0.01,0.01,32.69,-185.05,-0.2809,-0.0614,0.02,False,False,False,False,True,False
CUE,0.19,-0.77,0.27,-0.53,0.07,0.08,0.07,0.07,33.26,-228.27,-0.5051,-0.2614,0.02,False,False,False,False,False,False
ATXI,0.05,-0.94,0.22,-0.18,0.02,0.02,0.26,0.28,33.49,-375.92,-0.7551,-0.8176,0.02,False,False,False,False,True,False
QMCO,0.18,-0.75,0.19,-0.58,0.07,0.12,0.06,0.08,33.59,-171.46,-0.2079,-0.1762,0.01,False,False,False,False,False,False
PRTG,0.06,-0.94,0.23,-0.14,0.02,0.02,0.31,0.26,33.81,-436.79,-1.1756,-0.1044,0.03,False,False,False,False,False,False
BTCY,0.16,-0.82,0.23,-0.47,0.06,0.07,0.08,0.15,34.0,-212.97,-0.2812,-0.0826,0.01,False,False,False,False,False,False
MARK,0.07,-0.83,0.26,-0.47,0.05,0.04,0.08,0.14,34.04,-238.93,-0.7767,-0.152,0.03,False,False,False,False,True,False
EMKR,0.15,-0.81,0.25,-0.53,0.06,0.05,0.07,0.06,34.23,-211.22,-0.4419,-0.0989,0.02,False,False,False,False,True,False
PHGE,0.13,-0.72,0.23,-0.75,0.08,0.27,0.03,0.17,34.25,-179.9,-0.4976,-0.2867,0.03,False,False,False,False,False,False
OGEN,0.07,-0.85,0.15,-0.29,0.05,0.11,0.17,0.13,34.45,-399.26,-0.6346,-0.2128,0.02,False,False,False,False,False,False
DYNT,0.18,-0.79,0.25,-0.43,0.06,0.09,0.1,0.09,34.47,-183.72,-0.4836,-0.1163,0.03,False,False,False,False,False,False
FTFT,0.12,-0.73,0.26,-0.62,0.08,0.1,0.05,0.05,35.16,-191.2,-0.2813,-0.1132,0.01,False,False,False,False,False,False
NOTV,0.12,-0.59,0.12,-2.16,0.12,0.1,0.01,0.01,35.31,-175.54,-0.135,-0.0256,0.01,False,False,False,False,False,False
TPST,0.14,1.97,0.22,-4.86,0.98,0.95,0.0,0.0,36.29,-131.32,-0.4035,-0.2808,0.03,False,False,False,False,True,False
PACB,0.15,-0.84,0.4,-0.26,0.05,0.04,0.19,0.11,36.34,-176.11,-0.8091,-0.0441,0.05,False,False,False,False,True,False
BFI,0.14,-0.86,0.24,-0.32,0.05,0.05,0.15,0.16,36.34,-247.52,-0.8997,-0.2641,0.04,False,False,False,False,False,False
FRES,0.08,-0.91,0.23,-0.08,0.03,0.03,0.38,0.33,36.68,-225.59,-1.1199,-0.341,0.05,False,False,False,False,True,False
SEDG,0.12,-0.88,0.24,-0.39,0.04,0.04,0.11,0.14,36.95,-268.31,-0.5426,-0.0753,0.02,False,False,False,False,False,False
SIFY,0.22,-0.78,0.28,-0.42,0.06,0.07,0.1,0.09,37.13,-167.64,-0.4979,-0.0295,0.03,False,False,False,False,True,False
BHAT,0.15,-0.79,0.3,-0.35,0.06,0.34,0.13,0.1,37.23,-159.27,-0.4001,-0.2754,0.03,False,False,False,False,False,False
AVGR,0.09,-0.82,0.29,-0.33,0.06,0.05,0.14,0.14,37.28,-172.41,-0.3562,-0.1015,0.02,False,False,False,False,True,False
AREC,0.25,-0.64,0.26,-0.98,0.1,0.12,0.02,0.04,37.79,-192.71,-0.5309,-0.0571,0.03,False,False,False,False,False,False
MBIO,0.1,-0.89,0.22,-0.35,0.04,0.03,0.13,0.14,37.81,-256.89,-0.7948,-0.2812,0.03,False,False,False,False,False,False
CBUS,0.22,-0.7,0.22,-0.87,0.09,0.16,0.03,0.04,37.88,-190.02,-0.2586,-0.3339,0.01,False,False,False,False,False,False
DTSS,0.1,-0.79,0.2,-0.72,0.06,0.07,0.04,0.08,37.92,-128.68,-0.0997,-0.2073,0.01,False,False,False,False,False,False
OLB,0.18,-0.69,0.28,-0.75,0.09,0.09,0.03,0.03,37.93,-202.88,-0.4995,-0.1909,0.02,False,False,False,False,False,False
TRVN,0.3,-0.61,0.55,-0.32,0.11,0.07,0.15,0.08,37.98,-49.58,-0.3045,-0.3288,0.06,False,False,False,False,True,False
TTEC,0.15,-0.84,0.38,-0.27,0.05,0.06,0.18,0.1,38.04,-222.9,-0.5931,-0.0887,0.03,False,False,False,False,False,False
PCSA,0.08,-0.8,0.41,-0.14,0.06,0.06,0.3,0.27,38.05,-217.11,-0.9426,-0.2468,0.04,False,False,False,False,False,False
QNRX,0.17,-0.82,0.89,-0.04,0.06,0.03,0.43,0.15,38.07,-238.26,-0.9544,-0.2202,0.04,False,False,False,False,True,False
MVST,0.1,-0.9,0.23,-0.24,0.04,0.06,0.21,0.16,38.07,-318.99,-0.5858,-0.1903,0.02,False,False,False,False,False,False
TOVX,0.26,-0.65,0.26,-0.62,0.1,0.1,0.05,0.05,38.08,-155.94,-0.4022,-0.2056,0.03,False,False,False,False,False,False
RVYL,0.19,-0.8,0.24,-0.67,0.06,0.05,0.04,0.14,38.17,-153.26,-0.3945,-0.0255,0.03,False,False,False,False,False,False
NFE,0.26,-0.68,0.31,-0.71,0.09,0.23,0.04,0.04,38.23,-189.33,-0.479,-0.0682,0.03,False,False,False,False,False,False
PLCE,0.13,-0.8,0.3,-0.51,0.06,0.09,0.07,0.07,38.38,-224.39,-0.5324,-0.0548,0.02,False,False,False,False,False,False
GRTX,0.24,-0.66,0.27,-0.83,0.1,0.04,0.03,0.05,38.63,-138.1,-0.2116,-0.2307,0.02,False,False,False,False,False,False
NVRO,0.22,-0.76,0.33,-0.51,0.07,0.1,0.07,0.06,38.67,-183.54,-0.4355,-0.2042,0.02,False,False,False,False,False,False
PHIO,0.1,-0.86,0.3,-0.31,0.05,0.05,0.15,0.19,39.0,-151.88,-0.4777,-0.2485,0.03,False,False,False,False,True,False
INTZ,0.08,-0.93,0.23,-0.21,0.03,0.02,0.23,0.23,39.09,-270.01,-1.0099,-0.3461,0.04,False,False,False,False,False,False
SLRX,0.2,-0.79,0.21,-0.58,0.06,0.09,0.06,0.07,39.19,-189.22,-0.508,-0.1938,0.03,False,False,False,False,False,False
GENE,0.19,-0.78,0.25,-0.46,0.06,0.08,0.09,0.11,39.3,-165.59,-0.6782,-0.1995,0.04,False,False,False,False,True,False
NTBL,0.05,-0.93,0.26,-0.16,0.03,0.03,0.28,0.32,39.53,-340.37,-1.2648,-0.1417,0.04,False,False,False,False,False,False
THMO,0.21,-0.76,0.3,-0.48,0.07,0.05,0.08,0.05,39.66,-128.22,-0.6296,-0.4052,0.05,False,False,False,False,True,False
AQMS,0.18,-0.8,0.3,-0.27,0.06,0.07,0.18,0.16,39.85,-186.66,-0.6971,-0.0536,0.04,False,False,False,False,False,False
SAVE,0.14,-0.84,0.48,-0.15,0.05,0.06,0.3,0.2,39.97,-214.98,-0.8306,-0.0805,0.04,False,False,False,False,False,False
FCEL,0.24,-0.7,0.35,-0.51,0.09,0.08,0.07,0.06,40.05,-135.47,-0.387,-0.0428,0.03,False,False,False,False,True,False
RVPH,0.2,-0.7,0.34,-0.45,0.09,0.07,0.09,0.04,40.27,-136.77,-0.5708,-0.2196,0.04,False,False,False,False,True,False
BTTR,0.12,-0.51,0.27,-0.46,0.14,0.11,0.09,0.05,40.34,-134.96,-0.5616,-0.1187,0.04,False,False,False,False,False,False
OMQS,0.08,-0.92,0.21,-0.2,0.03,0.03,0.24,0.29,40.57,-211.19,-0.4327,-0.0971,0.02,False,False,False,False,False,False
MTNB,0.08,-0.55,0.17,-1.22,0.13,0.16,0.01,0.04,40.95,-171.95,-0.3655,-0.1141,0.02,False,False,False,False,False,False
PXLW,0.21,-0.49,0.21,-1.83,0.15,0.18,0.01,0.01,41.28,-126.46,-0.1751,-0.0661,0.01,False,False,False,False,False,False
RRGB,0.25,-0.69,0.35,-0.38,0.09,0.14,0.12,0.09,41.39,-151.36,-0.3835,-0.0766,0.03,False,False,False,False,False,False
BLUE,0.1,-0.84,0.37,-0.3,0.05,0.08,0.16,0.24,41.75,-194.91,-1.1468,-0.3775,0.06,False,False,False,False,False,False
AZUL,0.2,-0.73,0.26,-0.63,0.08,0.11,0.05,0.09,41.99,-221.29,-0.6258,-0.1172,0.03,False,False,False,False,False,False
PHUN,0.16,-0.71,0.34,-0.55,0.08,0.07,0.06,0.06,42.18,-108.54,-0.1776,-0.0781,0.02,False,False,False,False,True,False
SCOR,0.33,-0.48,0.41,-0.78,0.15,0.28,0.03,0.03,42.22,-116.18,-0.2342,-0.0987,0.02,False,False,False,False,False,False
EVGN,0.29,-0.61,0.33,-0.82,0.11,0.21,0.03,0.04,42.24,-132.36,-0.248,-0.132,0.02,False,False,False,False,False,False
VERB,0.04,-0.97,0.07,-0.04,0.02,0.03,0.44,0.34,42.88,-254.78,-0.4473,-0.1679,0.02,False,False,False,False,False,False
BNGO,0.12,-0.87,0.37,-0.22,0.04,0.04,0.22,0.2,42.9,-181.85,-0.4941,-0.0244,0.03,False,False,False,False,False,False
POAI,0.23,-0.76,0.31,-0.51,0.07,0.07,0.07,0.06,43.02,-142.08,-0.4982,-0.1479,0.04,False,False,False,False,True,False
GOEV,0.1,-0.89,0.27,-0.06,0.04,0.05,0.4,0.31,43.14,-234.27,-1.065,-0.2734,0.05,False,False,False,False,False,False
LAZR,0.15,-0.85,0.35,-0.24,0.05,0.06,0.2,0.18,43.38,-207.0,-0.477,-0.1073,0.02,False,False,False,False,False,False
SXTC,0.09,-0.81,0.17,-0.48,0.06,0.06,0.08,0.14,43.45,-205.49,-0.3933,-0.1305,0.02,False,False,False,False,False,False
EAF,0.2,-0.78,0.36,-0.31,0.07,0.06,0.15,0.2,43.49,-138.26,-0.567,-0.1052,0.04,False,False,False,False,True,False
CMBM,0.21,-0.8,0.35,-0.35,0.06,0.05,0.13,0.15,43.55,-137.05,-0.3648,-0.072,0.03,False,False,False,False,False,False
DGLY,0.34,-0.64,0.36,-0.47,0.1,0.15,0.08,0.16,44.06,-88.05,-0.214,-0.2277,0.02,False,False,False,False,True,False
IRBT,0.17,-0.81,0.5,-0.09,0.06,0.07,0.36,0.3,44.18,-165.9,-0.7422,-0.1274,0.04,False,False,False,False,False,False
PRTS,0.2,-0.81,0.47,-0.24,0.06,0.07,0.21,0.1,44.24,-144.37,-0.6118,-0.1301,0.04,False,False,False,False,True,False
FBIOP,0.34,-0.51,0.34,-0.8,0.14,0.23,0.03,0.04,44.32,-101.22,-0.1551,-0.04,0.02,False,False,False,False,False,False
BTOG,0.2,0.15,0.33,-1.62,0.66,0.56,0.01,0.0,44.51,-67.58,-0.1782,-0.1153,0.03,False,False,False,False,True,False
EYEN,0.24,-0.67,0.34,-0.6,0.1,0.12,0.06,0.04,44.55,-110.91,-0.3136,-0.0963,0.03,False,False,False,False,False,False
